id,time,changetime,reporter,summary,status,owner,type,component
14146,2010-08-20 09:55:46,2010-12-15 11:16:27,coleifer,Incorrect query being generated by .exclude() in some inheritance cases,closed,nobody,,"Database layer (models, ORM)"
14147,2010-08-20 13:15:52,2012-03-02 15:13:30,djoume,django 1.2 documentation refer to assertQuerysetEqual which is only available in trunk,closed,nobody,Uncategorized,Documentation
14148,2010-08-20 13:28:47,2010-08-20 19:56:05,Alex,Django assumes that module.__file__ is an absolute path,closed,nobody,,Testing framework
14149,2010-08-20 13:41:20,2011-09-28 09:12:27,JirkaV,LIKE clauses fail in Oracle 9.2.0.7,closed,nobody,,"Database layer (models, ORM)"
14150,2010-08-21 02:56:45,2011-09-28 09:12:27,wumzi,[patch] a get_objects_or_404 ?,closed,nobody,,Core (Other)
14151,2010-08-21 15:40:17,2010-08-21 16:35:24,mikikg,"Tutorial part 2, adding short_description in model do not work",closed,nobody,,Documentation
14152,2010-08-22 10:10:28,2011-09-28 09:12:27,ludovicofischer,Model validation: full_clean() should call clean()  before clean_fields(),closed,nobody,,"Database layer (models, ORM)"
14153,2010-08-22 12:23:55,2010-11-14 15:06:53,richardb,Redirects fail if URL has appended query string,closed,nobody,,Contrib apps
14154,2010-08-22 17:17:20,2010-08-23 06:51:50,d00gs,Typo in settings documentation,closed,nobody,,Documentation
14155,2010-08-22 23:35:18,2010-08-23 00:04:42,Alex,Remove doctests (and flush calls) from tests,closed,nobody,,Testing framework
14156,2010-08-23 04:27:43,2010-08-27 06:59:46,patrys,CSRF protection in django.contrib.flatpages.views.flatpage causes unwanted behavior,closed,nobody,,Contrib apps
14157,2010-08-23 05:43:37,2010-08-23 08:02:27,nil_von_9wo,Birthday calculation failing silently,closed,nobody,,Uncategorized
14158,2010-08-23 07:18:32,2010-12-13 05:57:17,akaariai,SelectMultiple _has_changed assumes data and inital are in same order,closed,nobody,,Forms
14159,2010-08-23 11:31:51,2010-08-23 19:27:23,Alex,Forms tests are dependent on module.__file__ returning an absolute path,closed,nobody,,Testing framework
14160,2010-08-23 13:53:51,2010-08-23 14:42:51,FilipeCifali,Internal server error 500,closed,support,,Uncategorized
14161,2010-08-23 18:57:20,2010-08-24 15:16:06,miguel.araujo.perez@…,GeoDjango autofield makes transaction fail,closed,nobody,,GIS
14162,2010-08-23 21:03:58,2011-09-28 09:12:27,PaulM,Dumpdata needs an option to use the base manager instead of the default manager,closed,PaulM,,Core (Management commands)
14163,2010-08-24 05:23:09,2010-12-29 03:48:13,akaariai,Setting pk should set the related fields also in the base chain.,closed,nobody,,"Database layer (models, ORM)"
14164,2010-08-24 07:27:00,2010-08-30 05:30:58,dokterbob,Automatic localization of numbers (L10N) in templates can cause invalid sitemap priorities,closed,nobody,,Internationalization
14165,2010-08-24 14:21:34,2012-10-11 14:49:59,sandy@…,Transaction management is only entered for the primary database,closed,nobody,Cleanup/optimization,Documentation
14166,2010-08-24 15:40:18,2010-08-28 05:31:12,gogna,Indian states are not specified as a tuple of tuples,closed,nobody,,contrib.localflavor
14167,2010-08-24 21:56:40,2010-10-18 19:25:17,monokrome,Using Instances in Generic Create/Update/Delete,closed,nobody,,Generic views
14168,2010-08-25 00:10:09,2010-08-27 08:16:31,lrekucki,"Method assertQuerysetEqual() has ""response"" as first argument in the docs",closed,nobody,,Documentation
14169,2010-08-25 05:41:08,2010-12-03 20:47:42,filipd,Improve TemplateSyntaxError for invalid block tags,closed,nobody,,Template system
14170,2010-08-25 14:09:32,2013-03-14 15:06:18,Kronuz,Issue in get_language_from_request() if LANGUAGES setting is changed at runtime,new,nobody,Bug,Internationalization
14171,2010-08-25 16:20:54,2011-09-28 09:12:27,twilson,Python Module Index not available,closed,nobody,,Documentation
14172,2010-08-26 04:00:09,2010-08-26 04:10:46,3point2,small typo in admin action docs,closed,nobody,,Documentation
14173,2010-08-26 06:51:36,2010-10-23 09:43:42,ramiro,Reference documentation for changepassword django-admin command added in 1.2,closed,nobody,,Documentation
14174,2010-08-26 07:01:39,2013-02-23 06:26:47,zimnyx,Support for string interpolation in lazy translation,new,nobody,New feature,Internationalization
14175,2010-08-26 08:48:51,2013-03-11 13:43:28,gravm,Comment object's user_name field too short for User.get_full_name,closed,nobody,Bug,contrib.comments
14176,2010-08-26 11:03:36,2011-09-28 09:12:27,psychcf,Error raised when using django.contrib.comments.feeds.LatestCommentsFeed,closed,nobody,,contrib.comments
14177,2010-08-26 12:57:44,2010-08-26 13:23:34,anonymous,Out of date cache on django.db.models.options.Options instance after adding ForeignKey at runtime,closed,nobody,,"Database layer (models, ORM)"
14178,2010-08-26 15:22:18,2010-08-26 17:22:33,danielaa,Wrong dateformat in admin edit  form,closed,nobody,,Uncategorized
14179,2010-08-27 00:34:16,2010-08-30 09:22:06,boris,django create table with capitalized chars,closed,nobody,,Uncategorized
14180,2010-08-27 01:47:08,2011-05-20 19:35:42,zimnyx,Creating redundant indexes on foreign keys  for MySQL/InnoDB tables,new,,Cleanup/optimization,"Database layer (models, ORM)"
14181,2010-08-27 08:26:18,2011-09-28 09:12:27,russellm,Template tag needed to disable/force L10N formatting on a per-variable basis,closed,piquadrat,,Internationalization
14182,2010-08-27 08:28:58,2010-09-29 10:34:27,dc,CsrfViewMiddleware makes modification of the upload handlers impossible,closed,lukeplant,,File uploads/storage
14183,2010-08-27 13:32:16,2011-09-09 16:28:07,dzwarg,Geodjango models broken with pydoc,closed,dariog,Bug,GIS
14184,2010-08-27 15:34:19,2012-02-04 04:48:13,anonymous,Validators not called on MultiValueField,closed,paulcollins,Bug,Forms
14185,2010-08-28 03:27:38,2010-08-28 04:30:28,Trindaz,Possible bad SQL at http://docs.djangoproject.com/en/dev/ref/models/querysets/,closed,lukeplant,,Documentation
14186,2010-08-28 14:22:12,2013-03-23 04:36:18,maraujop,Adding GDirections wrapper to overlays.py,closed,maraujop,New feature,GIS
14187,2010-08-28 14:35:12,2011-09-28 09:12:27,jdunck,Add support for bpython in django-admin.py shell,closed,nobody,,Core (Management commands)
14188,2010-08-28 16:59:08,2010-08-28 17:29:54,7times9,permalink docs import mistake,closed,nobody,,Documentation
14189,2010-08-28 17:07:24,2010-08-30 03:31:56,7times9,permalink docs import mistake,closed,nobody,,Documentation
14190,2010-08-29 01:32:04,2011-06-28 03:16:35,aronchi,"images, news and keywords in sitemap.xml",closed,Twidi,New feature,contrib.sitemaps
14191,2010-08-29 02:33:23,2010-08-29 02:39:38,canburak,urls.py works inconsistently,closed,nobody,,Core (Other)
14192,2010-08-29 04:56:33,2010-08-31 00:45:09,db,potential issue re in memory django file uploading.,closed,nobody,,Core (Other)
14193,2010-08-29 08:08:18,2011-09-28 09:12:27,bmihelac,prepopulated_fields should concatenate fields in given order,closed,bmihelac,,contrib.admin
14194,2010-08-29 12:04:49,2010-08-30 04:00:10,GarryFre,MIssing comma in tutorial code,closed,nobody,,Uncategorized
14195,2010-08-29 21:48:05,2012-07-12 10:01:25,mark0978,"ContentType object fails to use cache, beats DB to death",closed,nobody,Uncategorized,Uncategorized
14196,2010-08-29 21:56:14,2011-04-01 22:36:08,mark0978,"Objects that come from something_set, should have their parent object filled in",new,nobody,New feature,"Database layer (models, ORM)"
14197,2010-08-29 23:20:47,2010-08-30 04:28:17,jonathan_livni,.update() doesn't work on model_to_dict(model_instance),closed,nobody,,Uncategorized
14198,2010-08-30 06:37:56,2010-08-30 08:11:21,palkeo,« None » appears in priority field of sitemaps when using GenericSitemap without specify priority (#14164 related),closed,nobody,,Internationalization
14199,2010-08-30 13:42:48,2010-08-30 17:45:36,tiliv,NameError in django.core.cache.backends.db,closed,nobody,,Core (Cache system)
14200,2010-08-30 19:48:43,2013-03-11 15:07:06,Suor,new RegexURLResolver is contructed for every request,new,Suor,Cleanup/optimization,Core (URLs)
14201,2010-08-31 00:42:08,2011-06-10 08:14:36,russellm,"Add a ""security overview"" page to the docs",closed,davidfischer,New feature,Documentation
14202,2010-08-31 03:17:58,2011-10-23 08:19:10,ZalivinDenis@…,Rss201rev2Feed bug,closed,tmitchell,Bug,contrib.syndication
14203,2010-08-31 12:36:50,2010-08-31 16:24:28,terpsquared,Manual schema specification for tables is not compatible with index creation statements,closed,nobody,,"Database layer (models, ORM)"
14204,2010-08-31 19:19:58,2011-04-01 22:38:46,ramiro,Take advantage of (newish) SQLite support for FK constraints,new,nobody,New feature,"Database layer (models, ORM)"
14205,2010-09-01 03:47:39,2010-09-07 13:26:23,zendak,Tiny grammar fix in form validation documentation,closed,nobody,,Documentation
14206,2010-09-01 07:56:10,2011-06-09 23:56:20,gabejackson,contrib:admin dynamic list_display support,closed,cyrus,New feature,contrib.admin
14216,2010-09-02 01:36:43,2010-09-02 01:39:35,Youdaman,Tutorial 2 - Decoupling the URLconfs,closed,nobody,,Documentation
14217,2010-09-02 02:49:33,2011-04-01 22:40:15,willian,Fieldname cannot be the same as the Modelname when using model inheritance,assigned,niall,Bug,"Database layer (models, ORM)"
14218,2010-09-02 11:14:16,2010-09-11 16:04:32,mlhamel,Paginator just implement the __iter__ function,closed,nobody,,Uncategorized
14219,2010-09-02 12:59:17,2011-09-28 09:12:27,pma_,Incorrect empty field validation for DateTimeField with SplitDateTimeWidget,closed,nobody,,Forms
14220,2010-09-03 07:37:49,2011-04-01 22:44:58,olau,Backwards-compat code in db.fields.subclassing is a bottleneck,closed,nobody,Cleanup/optimization,"Database layer (models, ORM)"
14221,2010-09-03 09:20:06,2011-09-28 09:12:27,Grant <renderbox@…>,Mashed Sentences in Doc,closed,dwillis,,Documentation
14222,2010-09-04 12:37:18,2010-09-04 16:13:22,"Joshua ""jag"" Ginsberg <jag@…>",csrf_exempt decorator is useless if not the top-most decorator,closed,nobody,,Uncategorized
14223,2010-09-05 09:01:14,2010-10-22 17:11:51,ramiro,Inconsistent exception raising on DB integrity errors,closed,ramiro,,"Database layer (models, ORM)"
14224,2010-09-06 06:14:11,2010-09-06 06:51:20,anonymous,The ModelForm widgets attribute doesn't work(raise Exception) in inlineformset_factory,closed,nobody,,Forms
14225,2010-09-06 08:39:37,2010-10-08 08:44:28,public@…,"Documentation website showing ""dev"" documentation instead of ""1.2""",closed,nobody,,Documentation
14226,2010-09-06 12:47:47,2011-04-01 22:46:01,aneil,Bug in dumpdata dependency calculation involving ManyToManyFields,assigned,outofculture,Bug,Core (Serialization)
14227,2010-09-07 00:23:59,2010-10-11 19:13:50,russellm,Modify contributing docs to mention the 'easy-pickings' keyword in triage,closed,cmheisel,,Documentation
14228,2010-09-07 06:31:16,2010-10-09 23:36:38,ttencate@…,APPEND_SLASH behaviour should be documented better,closed,gabrielhurley,,Documentation
14229,2010-09-07 06:44:52,2013-02-28 02:15:36,ales_zoulek,Postgres backend generates invalid SQL when istartswith and F object are combined.,closed,,,"Database layer (models, ORM)"
14230,2010-09-07 06:59:10,2011-03-04 14:56:55,Keryn Knight <keryn@…>,Documentation for Auth's Logout view suggests wrong redirect takes precedence.,closed,justinlilly,,contrib.auth
14231,2010-09-07 08:42:23,2010-10-28 04:56:38,joeri,Missing index on expire_date in Session model,closed,nobody,,contrib.sessions
14232,2010-09-07 12:45:06,2011-09-28 09:12:27,clelland,date_list context variable incorrectly documented,closed,anonymous,,Documentation
14233,2010-09-07 17:00:27,2010-09-08 20:23:43,peterofthenorse,Documentation for admin is has a reference to meta class,closed,nobody,,Documentation
14234,2010-09-08 01:33:38,2010-11-18 15:46:10,DavidReynolds,Validation bug when using ModelForms,closed,jdunck,,Forms
14235,2010-09-08 18:10:53,2010-09-10 16:11:24,jbg,UnicodeDecodeError in CSRF middleware,closed,lukeplant,,Forms
14237,2010-09-09 03:27:21,2011-01-31 17:24:25,Tuttle,Old version string on the download page + auto checker proposal,closed,anonymous,,*.djangoproject.com
14238,2010-09-09 03:37:25,2010-12-27 23:56:54,sehmaschine@…,admin-interface and formsets: ordered_forms are not returned in case of errors,closed,nobody,,contrib.admin
14239,2010-09-09 04:54:36,2010-09-11 15:37:06,leeezly,Form input button embedded in <a /> crashes Django server,closed,nobody,,HTTP handling
14240,2010-09-09 07:45:28,2011-01-24 00:33:52,David Danier <david.danier@…>,filesizeformat should localize number,closed,anonymous,,Template system
14241,2010-09-09 08:18:08,2013-03-09 05:14:20,josdekloe,instructions for creating spatial database template differ on fedora 13 (64 bit),closed,nobody,New feature,Documentation
14242,2010-09-09 10:23:30,2010-09-09 16:43:01,adammckerlie@…,UserChangeForm Causes KeyError in 1.2.2 and Trunk,closed,lukeplant,,Forms
14243,2010-09-09 10:45:26,2010-09-10 06:07:55,pma_,defer and only are not respected by values and by valuest_list(),closed,nobody,,"Database layer (models, ORM)"
14244,2010-09-09 10:54:02,2010-09-16 12:56:40,rlynch,In clause with 1000 or more items fails in Oracle,closed,,,"Database layer (models, ORM)"
14245,2010-09-09 13:09:01,2010-09-10 12:22:07,pmclanahan,django/contrib/flatpages/fixtures not included in the 1.2.2 release tarball,closed,nobody,,Uncategorized
14246,2010-09-09 17:30:53,2010-09-10 11:11:25,kmtracey,aggregation_regress tests don't run on Postgres that supports StdDev,closed,nobody,,Uncategorized
14247,2010-09-09 18:29:16,2010-09-10 06:17:39,ramiro,[regression in 1.2.2] 'forms' test failure in 1.2.X,closed,nobody,,Testing framework
14248,2010-09-10 01:41:33,2011-09-28 09:12:27,zloy.alu@…,"Date and DateTime fields, auto_now_add and PostgreSQL",closed,nobody,,"Database layer (models, ORM)"
14249,2010-09-10 04:38:37,2011-09-28 09:12:27,hvdklauw,Inactive users have less permissions then anonymous users with custom backend,closed,nobody,,contrib.auth
14250,2010-09-10 04:54:45,2010-09-10 06:09:19,lukeplant,FileBasedCacheTests.test_cull test failure,closed,nobody,,Core (Cache system)
14251,2010-09-10 06:58:30,2011-02-12 00:13:08,sehmaschine@…,app-labels (still) not translated,closed,nobody,,contrib.admin
14252,2010-09-10 11:06:36,2010-09-13 16:17:12,pmclanahan,django.contrib.flatpages unit tests assume default value for settings.LOGIN_URL,closed,tobias,,Contrib apps
14253,2010-09-10 11:53:03,2011-11-19 10:28:14,adamnelson,TIME_ZONE not respected by Today and Now widgets in admin,closed,nobody,New feature,contrib.admin
14254,2010-09-10 12:25:39,2010-09-13 16:17:27,steph,More tests for storage backends,closed,tobias,,File uploads/storage
14255,2010-09-10 15:43:16,2010-10-09 00:48:10,adamend,Factoring mysite out of tutorial imports,closed,nobody,,Documentation
14256,2010-09-10 15:59:39,2011-09-28 09:12:27,outofculture,Add support to testserver for the --skip-db-init option,closed,nobody,,Testing framework
14257,2010-09-10 16:39:26,2010-11-17 09:00:41,andrewsk,Remove isValidIDList from ManyToManyField in django/db/models/fields/related.py,closed,andrewsk,,"Database layer (models, ORM)"
14258,2010-09-10 17:37:02,2011-09-28 09:12:27,SmileyChris,Document that 1.3 has added an index to the session date field and a migration is recommended,closed,nobody,,Documentation
14259,2010-09-10 18:53:41,2011-09-28 09:12:27,tobias,URL dispatcher does not reject duplicate URL names,closed,nobody,,Core (Other)
14260,2010-09-10 19:02:47,2010-10-08 08:21:48,dbrenneman,conversion of fixtures_regress tests from doctest to unittest format,closed,russelm,,Testing framework
14261,2010-09-11 09:20:17,2011-05-30 15:27:49,rniemeyer,Add clickjacking protection (X-Frame-Options header),closed,rniemeyer,New feature,HTTP handling
14262,2010-09-11 11:41:59,2011-05-03 04:52:43,carljm,"Helper for ""get_something as varname"" template tag pattern",closed,nobody,New feature,Template system
